NUMERO,RAMA,CURSO,COMUNIDAD,PRIVADA,PRESENCIAL,SEXO,NACIONALIDAD,NOTA_MATEMATICAS,NOTA_BIOLOGIA,NOTA_LENGUA,NOTA_TECNOLOGIA,MEDIA,BECADO
11,Ingenieria y Arquitectura,2021,Andalucia,0,1,Hombre,Resto de Africa,"7,4","5,31","5,8","9,1","6,9",1
21,Ingenieria y Arquitectura,2022,Andalucia,0,1,Hombre,Resto de Africa,"7,41","5,31","5,8","9,11","6,91",1
0,Artes y Humanidades,2016,Andalucia,0,1,Hombre,Resto de Africa,"4,32","5,29","9,11","4,66","5,84",0
2,Artes y Humanidades,2017,Andalucia,0,1,Hombre,Resto de Africa,"4,32","5,3","9,11","4,66","5,85",0
3,Artes y Humanidades,2018,Andalucia,0,1,Hombre,Resto de Africa,"4,32","5,3","9,12","4,67","5,85",0
2,Artes y Humanidades,2019,Andalucia,0,1,Hombre,Resto de Africa,"4,32","5,3","9,12","4,67","5,85",0
0,Artes y Humanidades,2020,Andalucia,0,1,Hombre,Resto de Africa,"4,32","5,31","9,13","4,67","5,86",0
3,Artes y Humanidades,2021,Andalucia,0,1,Hombre,Resto de Africa,"4,33","5,31","9,13","4,67","5,86",0
3,Artes y Humanidades,2022,Andalucia,0,1,Hombre,Resto de Africa,"4,33","5,31","9,14","4,67","5,86",0
0,Ciencias de la Salud,2016,Andalucia,0,1,Hombre,Resto de Africa,"6,36","8,34","6,89","5,77","6,84",0
0,Ciencias de la Salud,2017,Andalucia,0,1,Hombre,Resto de Africa,"6,36","8,34","6,9","5,77","6,84",1
1,Ciencias de la Salud,2018,Andalucia,0,1,Hombre,Resto de Africa,"6,37","8,35","6,9","5,77","6,85",0
1,Ciencias de la Salud,2019,Andalucia,0,1,Hombre,Resto de Africa,"6,37","8,35","6,9","5,77","6,85",0
0,Ciencias de la Salud,2020,Andalucia,0,1,Hombre,Resto de Africa,"6,37","8,35","6,91","5,78","6,85",0
0,Ciencias de la Salud,2021,Andalucia,0,1,Hombre,Resto de Africa,"6,38","8,36","6,91","5,78","6,86",0
1,Ciencias de la Salud,2022,Andalucia,0,1,Hombre,Resto de Africa,"6,38","8,36","6,91","5,78","6,86",0
2,Ciencias,2016,Andalucia,0,1,Hombre,Resto de Africa,"8,41","6,31","5,78","7,97","7,12",1
0,Ciencias,2017,Andalucia,0,1,Hombre,Resto de Africa,"8,41","6,31","5,79","7,98","7,12",1
1,Ciencias,2018,Andalucia,0,1,Hombre,Resto de Africa,"8,42","6,32","5,79","7,98","7,13",1
0,Ciencias,2019,Andalucia,0,1,Hombre,Resto de Africa,"8,42","6,32","5,79","7,99","7,13",0
1,Ciencias,2020,Andalucia,0,1,Hombre,Resto de Africa,"8,42","6,32","5,8","7,99","7,13",1
2,Ciencias,2021,Andalucia,0,1,Hombre,Resto de Africa,"8,43","6,32","5,8","7,99","7,14",1
1,Ciencias,2022,Andalucia,0,1,Hombre,Resto de Africa,"8,43","6,33","5,8",8,"7,14",1
38,Ciencias Sociales y Juridicas,2016,Andalucia,0,1,Hombre,Resto de Africa,"4,32","6,31","9,11","5,77","6,38",0
38,Ciencias Sociales y Juridicas,2017,Andalucia,0,1,Hombre,Resto de Africa,"4,32","6,31","9,11","5,77","6,38",0
35,Ciencias Sociales y Juridicas,2018,Andalucia,0,1,Hombre,Resto de Africa,"4,32","6,32","9,12","5,77","6,38",0
38,Ciencias Sociales y Juridicas,2019,Andalucia,0,1,Hombre,Resto de Africa,"4,32","6,32","9,12","5,77","6,38",0
34,Ciencias Sociales y Juridicas,2020,Andalucia,0,1,Hombre,Resto de Africa,"4,32","6,32","9,13","5,78","6,39",0
31,Ciencias Sociales y Juridicas,2021,Andalucia,0,1,Hombre,Resto de Africa,"4,33","6,32","9,13","5,78","6,39",0
10,Ciencias Sociales y Juridicas,2022,Andalucia,0,1,Hombre,Resto de Africa,"4,33","6,33","9,14","5,78","6,4",0
20,Ingenieria y Arquitectura,2016,Andalucia,0,1,Hombre,Resto de Africa,"7,38","5,29","5,78","9,08","6,88",0
25,Ingenieria y Arquitectura,2017,Andalucia,0,1,Hombre,Resto de Africa,"7,39","5,3","5,79","9,08","6,89",0
32,Ingenieria y Arquitectura,2018,Andalucia,0,1,Hombre,Resto de Africa,"7,39","5,3","5,79","9,09","6,89",1
25,Ingenieria y Arquitectura,2019,Andalucia,0,1,Hombre,Resto de Africa,"7,4","5,3","5,79","9,09","6,9",1
19,Ingenieria y Arquitectura,2020,Andalucia,0,1,Hombre,Resto de Africa,"7,4","5,31","5,8","9,1","6,9",1
28,Ingenieria y Arquitectura,2021,Andalucia,0,1,Hombre,Resto de Africa,"7,4","5,31","5,8","9,1","6,9",0
3,Ingenieria y Arquitectura,2022,Andalucia,0,1,Hombre,Resto de Africa,"7,41","5,31","5,8","9,11","6,91",0
2,Artes y Humanidades,2016,Andalucia,0,1,Hombre,Resto de Africa,"4,32","5,29","9,11","4,66","5,84",0
8,Artes y Humanidades,2017,Andalucia,0,1,Hombre,Resto de Africa,"4,32","5,3","9,11","4,66","5,85",0
7,Artes y Humanidades,2018,Andalucia,0,1,Hombre,Resto de Africa,"4,32","5,3","9,12","4,67","5,85",0
8,Artes y Humanidades,2019,Andalucia,0,1,Hombre,Resto de Africa,"4,32","5,3","9,12","4,67","5,85",0
7,Artes y Humanidades,2020,Andalucia,0,1,Hombre,Resto de Africa,"4,32","5,31","9,13","4,67","5,86",0
2,Artes y Humanidades,2021,Andalucia,0,1,Hombre,Resto de Africa,"4,33","5,31","9,13","4,67","5,86",0
4,Artes y Humanidades,2022,Andalucia,0,1,Hombre,Resto de Africa,"4,33","5,31","9,14","4,67","5,86",0
3,Ciencias de la Salud,2016,Andalucia,0,1,Hombre,Resto de Africa,"6,36","8,34","6,89","5,77","6,84",0
0,Ciencias de la Salud,2017,Andalucia,0,1,Hombre,Resto de Africa,"6,36","8,34","6,9","5,77","6,84",1
7,Ciencias de la Salud,2018,Andalucia,0,1,Hombre,Resto de Africa,"6,37","8,35","6,9","5,77","6,85",1
2,Ciencias de la Salud,2019,Andalucia,0,1,Hombre,Resto de Africa,"6,37","8,35","6,9","5,77","6,85",1
4,Ciencias de la Salud,2020,Andalucia,0,1,Hombre,Resto de Africa,"6,37","8,35","6,91","5,78","6,85",0
5,Ciencias de la Salud,2021,Andalucia,0,1,Hombre,Resto de Africa,"6,38","8,36","6,91","5,78","6,86",0
1,Ciencias de la Salud,2022,Andalucia,0,1,Hombre,Resto de Africa,"6,38","8,36","6,91","5,78","6,86",1
2,Ciencias,2016,Andalucia,0,1,Hombre,Resto de Africa,"8,41","6,31","5,78","7,97","7,12",0
3,Ciencias,2017,Andalucia,0,1,Hombre,Resto de Africa,"8,41","6,31","5,79","7,98","7,12",0
3,Ciencias,2018,Andalucia,0,1,Hombre,Resto de Africa,"8,42","6,32","5,79","7,98","7,13",0
2,Ciencias,2019,Andalucia,0,1,Hombre,Resto de Africa,"8,42","6,32","5,79","7,99","7,13",1
9,Ciencias,2020,Andalucia,0,1,Hombre,Resto de Africa,"8,42","6,32","5,8","7,99","7,13",0
6,Ciencias,2021,Andalucia,0,1,Hombre,Resto de Africa,"8,43","6,32","5,8","7,99","7,14",1
13996,Ciencias Sociales y Juridicas,2016,Andalucia,0,1,Mujer,Espana,"4,32","6,31","9,11","5,77","6,38",0
13496,Ciencias Sociales y Juridicas,2017,Andalucia,0,1,Mujer,Espana,"4,32","6,31","9,11","5,77","6,38",0
13260,Ciencias Sociales y Juridicas,2018,Andalucia,0,1,Mujer,Espana,"4,32","6,32","9,12","5,77","6,38",0
13136,Ciencias Sociales y Juridicas,2019,Andalucia,0,1,Mujer,Espana,"4,32","6,32","9,12","5,77","6,38",0
13602,Ciencias Sociales y Juridicas,2020,Andalucia,0,1,Mujer,Espana,"4,32","6,32","9,13","5,78","6,39",0
13603,Ciencias Sociales y Juridicas,2021,Andalucia,0,1,Mujer,Espana,"4,33","6,32","9,13","5,78","6,39",0
1765,Ciencias Sociales y Juridicas,2022,Andalucia,0,1,Mujer,Espana,"4,33","6,33","9,14","5,78","6,4",1
1777,Ingenieria y Arquitectura,2016,Andalucia,0,1,Mujer,Espana,"7,38","5,29","5,78","9,08","6,88",1
1634,Ingenieria y Arquitectura,2017,Andalucia,0,1,Mujer,Espana,"7,39","5,3","5,79","9,08","6,89",1
1710,Ingenieria y Arquitectura,2018,Andalucia,0,1,Mujer,Espana,"7,39","5,3","5,79","9,09","6,89",0
1719,Ingenieria y Arquitectura,2019,Andalucia,0,1,Mujer,Espana,"7,4","5,3","5,79","9,09","6,9",1
1857,Ingenieria y Arquitectura,2020,Andalucia,0,1,Mujer,Espana,"7,4","5,31","5,8","9,1","6,9",0
1909,Ingenieria y Arquitectura,2021,Andalucia,0,1,Mujer,Espana,"7,4","5,31","5,8","9,1","6,9",1
3299,Ingenieria y Arquitectura,2022,Andalucia,0,1,Mujer,Espana,"7,41","5,31","5,8","9,11","6,91",1
3262,Artes y Humanidades,2016,Andalucia,0,1,Mujer,Espana,"4,32","5,29","9,11","4,66","5,84",0
3196,Artes y Humanidades,2017,Andalucia,0,1,Mujer,Espana,"4,32","5,3","9,11","4,66","5,85",0
3190,Artes y Humanidades,2018,Andalucia,0,1,Mujer,Espana,"4,32","5,3","9,12","4,67","5,85",0
3249,Artes y Humanidades,2019,Andalucia,0,1,Mujer,Espana,"4,32","5,3","9,12","4,67","5,85",0
3340,Artes y Humanidades,2020,Andalucia,0,1,Mujer,Espana,"4,32","5,31","9,13","4,67","5,86",0
3304,Artes y Humanidades,2021,Andalucia,0,1,Mujer,Espana,"4,33","5,31","9,13","4,67","5,86",0
4961,Artes y Humanidades,2022,Andalucia,0,1,Mujer,Espana,"4,33","5,31","9,14","4,67","5,86",0
4938,Ciencias de la Salud,2016,Andalucia,0,1,Mujer,Espana,"6,36","8,34","6,89","5,77","6,84",0
5007,Ciencias de la Salud,2017,Andalucia,0,1,Mujer,Espana,"6,36","8,34","6,9","5,77","6,84",1
5031,Ciencias de la Salud,2018,Andalucia,0,1,Mujer,Espana,"6,37","8,35","6,9","5,77","6,85",0
5252,Ciencias de la Salud,2019,Andalucia,0,1,Mujer,Espana,"6,37","8,35","6,9","5,77","6,85",0
5169,Ciencias de la Salud,2020,Andalucia,0,1,Mujer,Espana,"6,37","8,35","6,91","5,78","6,85",1
5451,Ciencias de la Salud,2021,Andalucia,0,1,Mujer,Espana,"6,38","8,36","6,91","5,78","6,86",1
2004,Ciencias de la Salud,2022,Andalucia,0,1,Mujer,Espana,"6,38","8,36","6,91","5,78","6,86",0
1984,Ciencias,2016,Andalucia,0,1,Mujer,Espana,"8,41","6,31","5,78","7,97","7,12",0
1866,Ciencias,2017,Andalucia,0,1,Mujer,Espana,"8,41","6,31","5,79","7,98","7,12",0
1880,Ciencias,2018,Andalucia,0,1,Mujer,Espana,"8,42","6,32","5,79","7,98","7,13",0
1922,Ciencias,2019,Andalucia,0,1,Mujer,Espana,"8,42","6,32","5,79","7,99","7,13",1
2025,Ciencias,2020,Andalucia,0,1,Mujer,Espana,"8,42","6,32","5,8","7,99","7,13",1
1856,Ciencias,2021,Andalucia,0,1,Mujer,Espana,"8,43","6,32","5,8","7,99","7,14",0
147,Ciencias Sociales y Juridicas,2016,Andalucia,0,1,Mujer,Union Europea,"4,32","6,31","9,11","5,77","6,38",0
158,Ciencias Sociales y Juridicas,2017,Andalucia,0,1,Mujer,Union Europea,"4,32","6,31","9,11","5,77","6,38",1
205,Ciencias Sociales y Juridicas,2018,Andalucia,0,1,Mujer,Union Europea,"4,32","6,32","9,12","5,77","6,38",1
168,Ciencias Sociales y Juridicas,2019,Andalucia,0,1,Mujer,Union Europea,"4,32","6,32","9,12","5,77","6,38",0
178,Ciencias Sociales y Juridicas,2020,Andalucia,0,1,Mujer,Union Europea,"4,32","6,32","9,13","5,78","6,39",0
166,Ciencias Sociales y Juridicas,2021,Andalucia,0,1,Mujer,Union Europea,"4,33","6,32","9,13","5,78","6,39",1
175,Ciencias Sociales y Juridicas,2022,Andalucia,0,1,Mujer,Union Europea,"4,33","6,33","9,14","5,78","6,4",0
23,Ingenieria y Arquitectura,2016,Andalucia,0,1,Mujer,Union Europea,"7,38","5,29","5,78","9,08","6,88",0
18,Ingenieria y Arquitectura,2017,Andalucia,0,1,Mujer,Union Europea,"7,39","5,3","5,79","9,08","6,89",1
26,Ingenieria y Arquitectura,2018,Andalucia,0,1,Mujer,Union Europea,"7,39","5,3","5,79","9,09","6,89",0
15,Ingenieria y Arquitectura,2019,Andalucia,0,1,Mujer,Union Europea,"7,4","5,3","5,79","9,09","6,9",0
21,Ingenieria y Arquitectura,2020,Andalucia,0,1,Mujer,Union Europea,"7,4","5,31","5,8","9,1","6,9",1
20,Ingenieria y Arquitectura,2021,Andalucia,0,1,Mujer,Union Europea,"7,4","5,31","5,8","9,1","6,9",1
23,Ingenieria y Arquitectura,2022,Andalucia,0,1,Mujer,Union Europea,"7,41","5,31","5,8","9,11","6,91",1
89,Artes y Humanidades,2016,Andalucia,0,1,Mujer,Union Europea,"4,32","5,29","9,11","4,66","5,84",0
86,Artes y Humanidades,2017,Andalucia,0,1,Mujer,Union Europea,"4,32","5,3","9,11","4,66","5,85",0
82,Artes y Humanidades,2018,Andalucia,0,1,Mujer,Union Europea,"4,32","5,3","9,12","4,67","5,85",0
99,Artes y Humanidades,2019,Andalucia,0,1,Mujer,Union Europea,"4,32","5,3","9,12","4,67","5,85",0
86,Artes y Humanidades,2020,Andalucia,0,1,Mujer,Union Europea,"4,32","5,31","9,13","4,67","5,86",0
81,Artes y Humanidades,2021,Andalucia,0,1,Mujer,Union Europea,"4,33","5,31","9,13","4,67","5,86",0
84,Artes y Humanidades,2022,Andalucia,0,1,Mujer,Union Europea,"4,33","5,31","9,14","4,67","5,86",0
55,Ciencias de la Salud,2016,Andalucia,0,1,Mujer,Union Europea,"6,36","8,34","6,89","5,77","6,84",1
51,Ciencias de la Salud,2017,Andalucia,0,1,Mujer,Union Europea,"6,36","8,34","6,9","5,77","6,84",1
56,Ciencias de la Salud,2018,Andalucia,0,1,Mujer,Union Europea,"6,37","8,35","6,9","5,77","6,85",1
54,Ciencias de la Salud,2019,Andalucia,0,1,Mujer,Union Europea,"6,37","8,35","6,9","5,77","6,85",0
54,Ciencias de la Salud,2020,Andalucia,0,1,Mujer,Union Europea,"6,37","8,35","6,91","5,78","6,85",1
48,Ciencias de la Salud,2021,Andalucia,0,1,Mujer,Union Europea,"6,38","8,36","6,91","5,78","6,86",1
38,Ciencias de la Salud,2022,Andalucia,0,1,Mujer,Union Europea,"6,38","8,36","6,91","5,78","6,86",0
27,Ciencias,2016,Andalucia,0,1,Mujer,Union Europea,"8,41","6,31","5,78","7,97","7,12",0
25,Ciencias,2017,Andalucia,0,1,Mujer,Union Europea,"8,41","6,31","5,79","7,98","7,12",1
19,Ciencias,2018,Andalucia,0,1,Mujer,Union Europea,"8,42","6,32","5,79","7,98","7,13",0
24,Ciencias,2019,Andalucia,0,1,Mujer,Union Europea,"8,42","6,32","5,79","7,99","7,13",1
25,Ciencias,2020,Andalucia,0,1,Mujer,Union Europea,"8,42","6,32","5,8","7,99","7,13",1
26,Ciencias,2021,Andalucia,0,1,Mujer,Union Europea,"8,43","6,32","5,8","7,99","7,14",0
25,Ciencias,2022,Andalucia,0,1,Mujer,Union Europea,"8,43","6,33","5,8",8,"7,14",0
34,Ciencias Sociales y Juridicas,2016,Andalucia,0,1,Mujer,Resto de Europa,"4,32","6,31","9,11","5,77","6,38",0
38,Ciencias Sociales y Juridicas,2017,Andalucia,0,1,Mujer,Resto de Europa,"4,32","6,31","9,11","5,77","6,38",0
43,Ciencias Sociales y Juridicas,2018,Andalucia,0,1,Mujer,Resto de Europa,"4,32","6,32","9,12","5,77","6,38",1
42,Ciencias Sociales y Juridicas,2019,Andalucia,0,1,Mujer,Resto de Europa,"4,32","6,32","9,12","5,77","6,38",0
31,Ciencias Sociales y Juridicas,2020,Andalucia,0,1,Mujer,Resto de Europa,"4,32","6,32","9,13","5,78","6,39",1
48,Ciencias Sociales y Juridicas,2021,Andalucia,0,1,Mujer,Resto de Europa,"4,33","6,32","9,13","5,78","6,39",1
40,Ciencias Sociales y Juridicas,2022,Andalucia,0,1,Mujer,Resto de Europa,"4,33","6,33","9,14","5,78","6,4",0
8,Ingenieria y Arquitectura,2016,Andalucia,0,1,Mujer,Resto de Europa,"7,38","5,29","5,78","9,08","6,88",0
7,Ingenieria y Arquitectura,2017,Andalucia,0,1,Mujer,Resto de Europa,"7,39","5,3","5,79","9,08","6,89",1
7,Ingenieria y Arquitectura,2018,Andalucia,0,1,Mujer,Resto de Europa,"7,39","5,3","5,79","9,09","6,89",1
8,Ingenieria y Arquitectura,2019,Andalucia,0,1,Mujer,Resto de Europa,"7,4","5,3","5,79","9,09","6,9",1
9,Ingenieria y Arquitectura,2020,Andalucia,0,1,Mujer,Resto de Europa,"7,4","5,31","5,8","9,1","6,9",0
2,Ingenieria y Arquitectura,2021,Andalucia,0,1,Mujer,Resto de Europa,"7,4","5,31","5,8","9,1","6,9",1
12,Ingenieria y Arquitectura,2022,Andalucia,0,1,Mujer,Resto de Europa,"7,41","5,31","5,8","9,11","6,91",0
21,Artes y Humanidades,2016,Andalucia,0,1,Mujer,Resto de Europa,"4,32","5,29","9,11","4,66","5,84",0
24,Artes y Humanidades,2017,Andalucia,0,1,Mujer,Resto de Europa,"4,32","5,3","9,11","4,66","5,85",0
32,Artes y Humanidades,2018,Andalucia,0,1,Mujer,Resto de Europa,"4,32","5,3","9,12","4,67","5,85",0
18,Artes y Humanidades,2019,Andalucia,0,1,Mujer,Resto de Europa,"4,32","5,3","9,12","4,67","5,85",0
15,Artes y Humanidades,2020,Andalucia,0,1,Mujer,Resto de Europa,"4,32","5,31","9,13","4,67","5,86",0
20,Artes y Humanidades,2021,Andalucia,0,1,Mujer,Resto de Europa,"4,33","5,31","9,13","4,67","5,86",0
25,Artes y Humanidades,2022,Andalucia,0,1,Mujer,Resto de Europa,"4,33","5,31","9,14","4,67","5,86",0
18,Ciencias de la Salud,2016,Andalucia,0,1,Mujer,Resto de Europa,"6,36","8,34","6,89","5,77","6,84",0
10,Ciencias de la Salud,2017,Andalucia,0,1,Mujer,Resto de Europa,"6,36","8,34","6,9","5,77","6,84",1
5,Ciencias de la Salud,2018,Andalucia,0,1,Mujer,Resto de Europa,"6,37","8,35","6,9","5,77","6,85",1
11,Ciencias de la Salud,2019,Andalucia,0,1,Mujer,Resto de Europa,"6,37","8,35","6,9","5,77","6,85",1
7,Ciencias de la Salud,2020,Andalucia,0,1,Mujer,Resto de Europa,"6,37","8,35","6,91","5,78","6,85",0
9,Ciencias de la Salud,2021,Andalucia,0,1,Mujer,Resto de Europa,"6,38","8,36","6,91","5,78","6,86",1
15,Ciencias de la Salud,2022,Andalucia,0,1,Mujer,Resto de Europa,"6,38","8,36","6,91","5,78","6,86",1
5,Ciencias,2016,Andalucia,0,1,Mujer,Resto de Europa,"8,41","6,31","5,78","7,97","7,12",0
6,Ciencias,2017,Andalucia,0,1,Mujer,Resto de Europa,"8,41","6,31","5,79","7,98","7,12",1
5,Ciencias,2018,Andalucia,0,1,Mujer,Resto de Europa,"8,42","6,32","5,79","7,98","7,13",1
9,Ciencias,2019,Andalucia,0,1,Mujer,Resto de Europa,"8,42","6,32","5,79","7,99","7,13",1
4,Ciencias,2020,Andalucia,0,1,Mujer,Resto de Europa,"8,42","6,32","5,8","7,99","7,13",0
4,Ciencias,2021,Andalucia,0,1,Mujer,Resto de Europa,"8,43","6,32","5,8","7,99","7,14",1
3,Ciencias,2022,Andalucia,0,1,Mujer,Resto de Europa,"8,43","6,33","5,8",8,"7,14",1
2,Ciencias Sociales y Juridicas,2016,Andalucia,0,1,Mujer,EEUU y Canada,"4,32","6,31","9,11","5,77","6,38",0
1,Ciencias Sociales y Juridicas,2017,Andalucia,0,1,Mujer,EEUU y Canada,"4,32","6,31","9,11","5,77","6,38",0
3,Ciencias Sociales y Juridicas,2018,Andalucia,0,1,Mujer,EEUU y Canada,"4,32","6,32","9,12","5,77","6,38",1
3,Ciencias Sociales y Juridicas,2019,Andalucia,0,1,Mujer,EEUU y Canada,"4,32","6,32","9,12","5,77","6,38",0
3,Ciencias Sociales y Juridicas,2020,Andalucia,0,1,Mujer,EEUU y Canada,"4,32","6,32","9,13","5,78","6,39",0
4,Ciencias Sociales y Juridicas,2021,Andalucia,0,1,Mujer,EEUU y Canada,"4,33","6,32","9,13","5,78","6,39",0
1,Ciencias Sociales y Juridicas,2022,Andalucia,0,1,Mujer,EEUU y Canada,"4,33","6,33","9,14","5,78","6,4",1
0,Ingenieria y Arquitectura,2016,Andalucia,0,1,Mujer,EEUU y Canada,"7,38","5,29","5,78","9,08","6,88",0
0,Ingenieria y Arquitectura,2017,Andalucia,0,1,Mujer,EEUU y Canada,"7,39","5,3","5,79","9,08","6,89",0
0,Ingenieria y Arquitectura,2018,Andalucia,0,1,Mujer,EEUU y Canada,"7,39","5,3","5,79","9,09","6,89",1
0,Ingenieria y Arquitectura,2019,Andalucia,0,1,Mujer,EEUU y Canada,"7,4","5,3","5,79","9,09","6,9",1
0,Ingenieria y Arquitectura,2020,Andalucia,0,1,Mujer,EEUU y Canada,"7,4","5,31","5,8","9,1","6,9",0
2,Ingenieria y Arquitectura,2021,Andalucia,0,1,Mujer,EEUU y Canada,"7,4","5,31","5,8","9,1","6,9",1
21,Ingenieria y Arquitectura,2022,Andalucia,0,1,Mujer,EEUU y Canada,"7,41","5,31","5,8","9,11","6,91",0
18,Artes y Humanidades,2016,Andalucia,0,1,Mujer,EEUU y Canada,"4,32","5,29","9,11","4,66","5,84",0
27,Artes y Humanidades,2017,Andalucia,0,1,Mujer,EEUU y Canada,"4,32","5,3","9,11","4,66","5,85",0
7,Artes y Humanidades,2018,Andalucia,0,1,Mujer,EEUU y Canada,"4,32","5,3","9,12","4,67","5,85",0
0,Artes y Humanidades,2019,Andalucia,0,1,Mujer,EEUU y Canada,"4,32","5,3","9,12","4,67","5,85",0
3,Artes y Humanidades,2020,Andalucia,0,1,Mujer,EEUU y Canada,"4,32","5,31","9,13","4,67","5,86",0
2,Artes y Humanidades,2021,Andalucia,0,1,Mujer,EEUU y Canada,"4,33","5,31","9,13","4,67","5,86",0
0,Artes y Humanidades,2022,Andalucia,0,1,Mujer,EEUU y Canada,"4,33","5,31","9,14","4,67","5,86",0
0,Ciencias de la Salud,2016,Andalucia,0,1,Mujer,EEUU y Canada,"6,36","8,34","6,89","5,77","6,84",0
0,Ciencias de la Salud,2017,Andalucia,0,1,Mujer,EEUU y Canada,"6,36","8,34","6,9","5,77","6,84",1
0,Ciencias de la Salud,2018,Andalucia,0,1,Mujer,EEUU y Canada,"6,37","8,35","6,9","5,77","6,85",1
0,Ciencias de la Salud,2019,Andalucia,0,1,Mujer,EEUU y Canada,"6,37","8,35","6,9","5,77","6,85",1
1,Ciencias de la Salud,2020,Andalucia,0,1,Mujer,EEUU y Canada,"6,37","8,35","6,91","5,78","6,85",0
1,Ciencias de la Salud,2021,Andalucia,0,1,Mujer,EEUU y Canada,"6,38","8,36","6,91","5,78","6,86",1
0,Ciencias de la Salud,2022,Andalucia,0,1,Mujer,EEUU y Canada,"6,38","8,36","6,91","5,78","6,86",1
1,Ciencias,2016,Andalucia,0,1,Mujer,EEUU y Canada,"8,41","6,31","5,78","7,97","7,12",1
1,Ciencias,2017,Andalucia,0,1,Mujer,EEUU y Canada,"8,41","6,31","5,79","7,98","7,12",1
0,Ciencias,2018,Andalucia,0,1,Mujer,EEUU y Canada,"8,42","6,32","5,79","7,98","7,13",1
0,Ciencias,2019,Andalucia,0,1,Mujer,EEUU y Canada,"8,42","6,32","5,79","7,99","7,13",0
2,Ciencias,2020,Andalucia,0,1,Mujer,EEUU y Canada,"8,42","6,32","5,8","7,99","7,13",1
0,Ciencias,2021,Andalucia,0,1,Mujer,EEUU y Canada,"8,43","6,32","5,8","7,99","7,14",1
79,Ciencias Sociales y Juridicas,2016,Andalucia,0,1,Mujer,America Latina y Caribe,"4,32","6,31","9,11","5,77","6,38",0
83,Ciencias Sociales y Juridicas,2017,Andalucia,0,1,Mujer,America Latina y Caribe,"4,32","6,31","9,11","5,77","6,38",0
103,Ciencias Sociales y Juridicas,2018,Andalucia,0,1,Mujer,America Latina y Caribe,"4,32","6,32","9,12","5,77","6,38",0
139,Ciencias Sociales y Juridicas,2019,Andalucia,0,1,Mujer,America Latina y Caribe,"4,32","6,32","9,12","5,77","6,38",0
193,Ciencias Sociales y Juridicas,2020,Andalucia,0,1,Mujer,America Latina y Caribe,"4,32","6,32","9,13","5,78","6,39",0
162,Ciencias Sociales y Juridicas,2021,Andalucia,0,1,Mujer,America Latina y Caribe,"4,33","6,32","9,13","5,78","6,39",0
165,Ciencias Sociales y Juridicas,2022,Andalucia,0,1,Mujer,America Latina y Caribe,"4,33","6,33","9,14","5,78","6,4",1
10,Ingenieria y Arquitectura,2016,Andalucia,0,1,Mujer,America Latina y Caribe,"7,38","5,29","5,78","9,08","6,88",1
23,Ingenieria y Arquitectura,2017,Andalucia,0,1,Mujer,America Latina y Caribe,"7,39","5,3","5,79","9,08","6,89",1
37,Ingenieria y Arquitectura,2018,Andalucia,0,1,Mujer,America Latina y Caribe,"7,39","5,3","5,79","9,09","6,89",0
52,Ingenieria y Arquitectura,2019,Andalucia,0,1,Mujer,America Latina y Caribe,"7,4","5,3","5,79","9,09","6,9",1
56,Ingenieria y Arquitectura,2020,Andalucia,0,1,Mujer,America Latina y Caribe,"7,4","5,31","5,8","9,1","6,9",0
56,Ingenieria y Arquitectura,2021,Andalucia,0,1,Mujer,America Latina y Caribe,"7,4","5,31","5,8","9,1","6,9",1
55,Ingenieria y Arquitectura,2022,Andalucia,0,1,Mujer,America Latina y Caribe,"7,41","5,31","5,8","9,11","6,91",1
16,Artes y Humanidades,2016,Andalucia,0,1,Mujer,America Latina y Caribe,"4,32","5,29","9,11","4,66","5,84",0
29,Artes y Humanidades,2017,Andalucia,0,1,Mujer,America Latina y Caribe,"4,32","5,3","9,11","4,66","5,85",0
33,Artes y Humanidades,2018,Andalucia,0,1,Mujer,America Latina y Caribe,"4,32","5,3","9,12","4,67","5,85",0
26,Artes y Humanidades,2019,Andalucia,0,1,Mujer,America Latina y Caribe,"4,32","5,3","9,12","4,67","5,85",0
46,Artes y Humanidades,2020,Andalucia,0,1,Mujer,America Latina y Caribe,"4,32","5,31","9,13","4,67","5,86",0
46,Artes y Humanidades,2021,Andalucia,0,1,Mujer,America Latina y Caribe,"4,33","5,31","9,13","4,67","5,86",0
42,Artes y Humanidades,2022,Andalucia,0,1,Mujer,America Latina y Caribe,"4,33","5,31","9,14","4,67","5,86",0
20,Ciencias de la Salud,2016,Andalucia,0,1,Mujer,America Latina y Caribe,"6,36","8,34","6,89","5,77","6,84",0
14,Ciencias de la Salud,2017,Andalucia,0,1,Mujer,America Latina y Caribe,"6,36","8,34","6,9","5,77","6,84",0
